,sg_value,integer,quadrated
"(4, 2, 2, 1, 1, 1, 1, 1, 1, 1)",3,15,FALSE
"(3, 3, 2, 1, 1, 1, 1, 1, 1, 1)",5,15,FALSE
"(6, 2, 1, 1, 1, 1, 1, 1, 1)",2,15,FALSE
"(5, 3, 1, 1, 1, 1, 1, 1, 1)",1,15,FALSE
"(4, 4, 1, 1, 1, 1, 1, 1, 1)",0,15,FALSE
"(8, 1, 1, 1, 1, 1, 1, 1)",3,15,FALSE
"(3, 2, 2, 2, 1, 1, 1, 1, 1, 1)",1,15,FALSE
"(5, 2, 2, 1, 1, 1, 1, 1, 1)",4,15,FALSE
"(4, 3, 2, 1, 1, 1, 1, 1, 1)",0,15,FALSE
"(7, 2, 1, 1, 1, 1, 1, 1)",2,15,FALSE
"(3, 3, 3, 1, 1, 1, 1, 1, 1)",1,15,FALSE
"(6, 3, 1, 1, 1, 1, 1, 1)",3,15,FALSE
"(5, 4, 1, 1, 1, 1, 1, 1)",2,15,FALSE
"(9, 1, 1, 1, 1, 1, 1)",1,15,FALSE
"(2, 2, 2, 2, 2, 1, 1, 1, 1, 1)",3,15,FALSE
"(4, 2, 2, 2, 1, 1, 1, 1, 1)",4,15,FALSE
"(3, 3, 2, 2, 1, 1, 1, 1, 1)",2,15,FALSE
"(6, 2, 2, 1, 1, 1, 1, 1)",4,15,FALSE
"(5, 3, 2, 1, 1, 1, 1, 1)",0,15,FALSE
"(4, 4, 2, 1, 1, 1, 1, 1)",3,15,FALSE
"(8, 2, 1, 1, 1, 1, 1)",2,15,FALSE
"(4, 3, 3, 1, 1, 1, 1, 1)",3,15,FALSE
"(7, 3, 1, 1, 1, 1, 1)",4,15,FALSE
"(6, 4, 1, 1, 1, 1, 1)",0,15,FALSE
"(5, 5, 1, 1, 1, 1, 1)",1,15,FALSE
"(10, 1, 1, 1, 1, 1)",3,15,FALSE
"(3, 2, 2, 2, 2, 1, 1, 1, 1)",2,15,FALSE
"(5, 2, 2, 2, 1, 1, 1, 1)",4,15,FALSE
"(4, 3, 2, 2, 1, 1, 1, 1)",3,15,FALSE
"(7, 2, 2, 1, 1, 1, 1)",4,15,FALSE
"(3, 3, 3, 2, 1, 1, 1, 1)",1,15,FALSE
"(6, 3, 2, 1, 1, 1, 1)",5,15,FALSE
"(5, 4, 2, 1, 1, 1, 1)",3,15,FALSE
"(9, 2, 1, 1, 1, 1)",2,15,FALSE
"(5, 3, 3, 1, 1, 1, 1)",1,15,FALSE
"(4, 4, 3, 1, 1, 1, 1)",4,15,FALSE
"(8, 3, 1, 1, 1, 1)",4,15,FALSE
"(7, 4, 1, 1, 1, 1)",4,15,FALSE
"(6, 5, 1, 1, 1, 1)",3,15,FALSE
"(11, 1, 1, 1, 1)",1,15,FALSE
"(2, 2, 2, 2, 2, 2, 1, 1, 1)",0,15,FALSE
"(4, 2, 2, 2, 2, 1, 1, 1)",4,15,FALSE
"(3, 3, 2, 2, 2, 1, 1, 1)",1,15,FALSE
"(6, 2, 2, 2, 1, 1, 1)",4,15,FALSE
"(5, 3, 2, 2, 1, 1, 1)",4,15,FALSE
"(4, 4, 2, 2, 1, 1, 1)",0,15,FALSE
"(8, 2, 2, 1, 1, 1)",3,15,FALSE
"(4, 3, 3, 2, 1, 1, 1)",0,15,FALSE
"(7, 3, 2, 1, 1, 1)",5,15,FALSE
"(6, 4, 2, 1, 1, 1)",3,15,FALSE
"(5, 5, 2, 1, 1, 1)",5,15,FALSE
"(10, 2, 1, 1, 1)",2,15,FALSE
"(3, 3, 3, 3, 1, 1, 1)",1,15,FALSE
"(6, 3, 3, 1, 1, 1)",3,15,FALSE
"(5, 4, 3, 1, 1, 1)",0,15,FALSE
"(9, 3, 1, 1, 1)",4,15,FALSE
"(4, 4, 4, 1, 1, 1)",3,15,FALSE
"(8, 4, 1, 1, 1)",4,15,FALSE
"(7, 5, 1, 1, 1)",1,15,FALSE
"(6, 6, 1, 1, 1)",0,15,FALSE
"(12, 1, 1, 1)",3,15,FALSE
"(3, 2, 2, 2, 2, 2, 1, 1)",6,15,FALSE
"(5, 2, 2, 2, 2, 1, 1)",1,15,FALSE
"(4, 3, 2, 2, 2, 1, 1)",4,15,FALSE
"(7, 2, 2, 2, 1, 1)",0,15,FALSE
"(3, 3, 3, 2, 2, 1, 1)",3,15,FALSE
"(6, 3, 2, 2, 1, 1)",3,15,FALSE
"(5, 4, 2, 2, 1, 1)",1,15,FALSE
"(9, 2, 2, 1, 1)",1,15,FALSE
"(5, 3, 3, 2, 1, 1)",2,15,FALSE
"(4, 4, 3, 2, 1, 1)",3,15,FALSE
"(8, 3, 2, 1, 1)",0,15,FALSE
"(7, 4, 2, 1, 1)",4,15,FALSE
"(6, 5, 2, 1, 1)",4,15,FALSE
"(11, 2, 1, 1)",0,15,FALSE
"(4, 3, 3, 3, 1, 1)",3,15,FALSE
"(7, 3, 3, 1, 1)",1,15,FALSE
"(6, 4, 3, 1, 1)",2,15,FALSE
"(5, 5, 3, 1, 1)",1,15,FALSE
"(10, 3, 1, 1)",3,15,FALSE
"(5, 4, 4, 1, 1)",2,15,FALSE
"(9, 4, 1, 1)",4,15,FALSE
"(8, 5, 1, 1)",4,15,FALSE
"(7, 6, 1, 1)",2,15,FALSE
"(13, 1, 1)",1,15,FALSE
"(2, 2, 2, 2, 2, 2, 2, 1)",0,15,FALSE
"(4, 2, 2, 2, 2, 2, 1)",2,15,FALSE
"(3, 3, 2, 2, 2, 2, 1)",1,15,FALSE
"(6, 2, 2, 2, 2, 1)",3,15,FALSE
"(5, 3, 2, 2, 2, 1)",4,15,FALSE
"(4, 4, 2, 2, 2, 1)",0,15,FALSE
"(8, 2, 2, 2, 1)",2,15,FALSE
"(4, 3, 3, 2, 2, 1)",3,15,FALSE
"(7, 3, 2, 2, 1)",3,15,FALSE
"(6, 4, 2, 2, 1)",1,15,FALSE
"(5, 5, 2, 2, 1)",1,15,FALSE
"(10, 2, 2, 1)",3,15,FALSE
"(3, 3, 3, 3, 2, 1)",2,15,FALSE
"(6, 3, 3, 2, 1)",0,15,FALSE
"(5, 4, 3, 2, 1)",1,15,FALSE
"(9, 3, 2, 1)",0,15,FALSE
"(4, 4, 4, 2, 1)",2,15,FALSE
"(8, 4, 2, 1)",3,15,FALSE
"(7, 5, 2, 1)",4,15,FALSE
"(6, 6, 2, 1)",0,15,FALSE
"(12, 2, 1)",2,15,FALSE
"(5, 3, 3, 3, 1)",2,15,FALSE
"(4, 4, 3, 3, 1)",5,15,FALSE
"(8, 3, 3, 1)",3,15,FALSE
"(7, 4, 3, 1)",0,15,FALSE
"(6, 5, 3, 1)",3,15,FALSE
"(11, 3, 1)",2,15,FALSE
"(6, 4, 4, 1)",3,15,FALSE
"(5, 5, 4, 1)",5,15,FALSE
"(10, 4, 1)",1,15,FALSE
"(9, 5, 1)",2,15,FALSE
"(8, 6, 1)",6,15,FALSE
"(7, 7, 1)",1,15,FALSE
"(14, 1)",3,15,FALSE
"(3, 2, 2, 2, 2, 2, 2)",1,15,FALSE
"(5, 2, 2, 2, 2, 2)",0,15,FALSE
"(4, 3, 2, 2, 2, 2)",0,15,FALSE
"(7, 2, 2, 2, 2)",1,15,FALSE
"(3, 3, 3, 2, 2, 2)",2,15,FALSE
"(6, 3, 2, 2, 2)",5,15,FALSE
"(5, 4, 2, 2, 2)",1,15,FALSE
"(9, 2, 2, 2)",0,15,FALSE
"(5, 3, 3, 2, 2)",1,15,FALSE
"(4, 4, 3, 2, 2)",2,15,FALSE
"(8, 3, 2, 2)",3,15,FALSE
"(7, 4, 2, 2)",0,15,FALSE
"(6, 5, 2, 2)",0,15,FALSE
"(11, 2, 2)",1,15,FALSE
"(4, 3, 3, 3, 2)",5,15,FALSE
"(7, 3, 3, 2)",4,15,FALSE
"(6, 4, 3, 2)",3,15,FALSE
"(5, 5, 3, 2)",2,15,FALSE
"(10, 3, 2)",5,15,FALSE
"(5, 4, 4, 2)",5,15,FALSE
"(9, 4, 2)",2,15,FALSE
"(8, 5, 2)",1,15,FALSE
"(7, 6, 2)",1,15,FALSE
"(13, 2)",0,15,FALSE
"(3, 3, 3, 3, 3)",1,15,FALSE
"(6, 3, 3, 3)",3,15,FALSE
"(5, 4, 3, 3)",2,15,FALSE
"(9, 3, 3)",1,15,FALSE
"(4, 4, 4, 3)",0,15,FALSE
"(8, 4, 3)",1,15,FALSE
"(7, 5, 3)",3,15,FALSE
"(6, 6, 3)",2,15,FALSE
"(12, 3)",3,15,FALSE
"(7, 4, 4)",1,15,FALSE
"(6, 5, 4)",2,15,FALSE
"(11, 4)",0,15,FALSE
"(5, 5, 5)",1,15,FALSE
"(10, 5)",3,15,FALSE
"(9, 6)",0,15,FALSE
"(8, 7)",0,15,FALSE
"(15,)",1,15,FALSE
"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,16,FALSE
"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,16,FALSE
"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,16,FALSE
"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,16,FALSE
"(3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,16,FALSE
"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,16,FALSE
"(5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,16,FALSE
"(4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,16,FALSE
"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",3,16,FALSE
"(4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1)",6,16,FALSE
"(6, 2, 1, 1, 1, 1, 1, 1, 1, 1)",1,16,FALSE
"(5, 3, 1, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(4, 4, 1, 1, 1, 1, 1, 1, 1, 1)",3,16,FALSE
"(8, 1, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",2,16,FALSE
"(5, 2, 2, 1, 1, 1, 1, 1, 1, 1)",5,16,FALSE
"(4, 3, 2, 1, 1, 1, 1, 1, 1, 1)",3,16,FALSE
"(7, 2, 1, 1, 1, 1, 1, 1, 1)",1,16,FALSE
"(3, 3, 3, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(6, 3, 1, 1, 1, 1, 1, 1, 1)",5,16,FALSE
"(5, 4, 1, 1, 1, 1, 1, 1, 1)",1,16,FALSE
"(9, 1, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(4, 2, 2, 2, 1, 1, 1, 1, 1, 1)",5,16,FALSE
"(3, 3, 2, 2, 1, 1, 1, 1, 1, 1)",1,16,FALSE
"(6, 2, 2, 1, 1, 1, 1, 1, 1)",5,16,FALSE
"(5, 3, 2, 1, 1, 1, 1, 1, 1)",3,16,FALSE
"(4, 4, 2, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(8, 2, 1, 1, 1, 1, 1, 1)",1,16,FALSE
"(4, 3, 3, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(7, 3, 1, 1, 1, 1, 1, 1)",5,16,FALSE
"(6, 4, 1, 1, 1, 1, 1, 1)",3,16,FALSE
"(5, 5, 1, 1, 1, 1, 1, 1)",2,16,FALSE
"(10, 1, 1, 1, 1, 1, 1)",0,16,FALSE
"(3, 2, 2, 2, 2, 1, 1, 1, 1, 1)",1,16,FALSE
"(5, 2, 2, 2, 1, 1, 1, 1, 1)",5,16,FALSE
"(4, 3, 2, 2, 1, 1, 1, 1, 1)",0,16,FALSE
"(7, 2, 2, 1, 1, 1, 1, 1)",5,16,FALSE
"(3, 3, 3, 2, 1, 1, 1, 1, 1)",3,16,FALSE
"(6, 3, 2, 1, 1, 1, 1, 1)",3,16,FALSE
"(5, 4, 2, 1, 1, 1, 1, 1)",1,16,FALSE
"(9, 2, 1, 1, 1, 1, 1)",1,16,FALSE
"(5, 3, 3, 1, 1, 1, 1, 1)",0,16,FALSE
"(4, 4, 3, 1, 1, 1, 1, 1)",3,16,FALSE
"(8, 3, 1, 1, 1, 1, 1)",5,16,FALSE
"(7, 4, 1, 1, 1, 1, 1)",5,16,FALSE
"(6, 5, 1, 1, 1, 1, 1)",5,16,FALSE
"(11, 1, 1, 1, 1, 1)",0,16,FALSE
"(2, 2, 2, 2, 2, 2, 1, 1, 1, 1)",3,16,FALSE
"(4, 2, 2, 2, 2, 1, 1, 1, 1)",5,16,FALSE
"(3, 3, 2, 2, 2, 1, 1, 1, 1)",2,16,FALSE
"(6, 2, 2, 2, 1, 1, 1, 1)",5,16,FALSE
"(5, 3, 2, 2, 1, 1, 1, 1)",7,16,FALSE
"(4, 4, 2, 2, 1, 1, 1, 1)",3,16,FALSE
"(8, 2, 2, 1, 1, 1, 1)",5,16,FALSE
"(4, 3, 3, 2, 1, 1, 1, 1)",3,16,FALSE
"(7, 3, 2, 1, 1, 1, 1)",0,16,FALSE
"(6, 4, 2, 1, 1, 1, 1)",0,16,FALSE
"(5, 5, 2, 1, 1, 1, 1)",6,16,FALSE
"(10, 2, 1, 1, 1, 1)",1,16,FALSE
"(3, 3, 3, 3, 1, 1, 1, 1)",2,16,FALSE
"(6, 3, 3, 1, 1, 1, 1)",0,16,FALSE
"(5, 4, 3, 1, 1, 1, 1)",1,16,FALSE
"(9, 3, 1, 1, 1, 1)",5,16,FALSE
"(4, 4, 4, 1, 1, 1, 1)",0,16,FALSE
"(8, 4, 1, 1, 1, 1)",5,16,FALSE
"(7, 5, 1, 1, 1, 1)",2,16,FALSE
"(6, 6, 1, 1, 1, 1)",3,16,FALSE
"(12, 1, 1, 1, 1)",0,16,FALSE
"(3, 2, 2, 2, 2, 2, 1, 1, 1)",2,16,FALSE
"(5, 2, 2, 2, 2, 1, 1, 1)",5,16,FALSE
"(4, 3, 2, 2, 2, 1, 1, 1)",3,16,FALSE
"(7, 2, 2, 2, 1, 1, 1)",5,16,FALSE
"(3, 3, 3, 2, 2, 1, 1, 1)",0,16,FALSE
"(6, 3, 2, 2, 1, 1, 1)",5,16,FALSE
"(5, 4, 2, 2, 1, 1, 1)",2,16,FALSE
"(9, 2, 2, 1, 1, 1)",5,16,FALSE
"(5, 3, 3, 2, 1, 1, 1)",1,16,FALSE
"(4, 4, 3, 2, 1, 1, 1)",0,16,FALSE
"(8, 3, 2, 1, 1, 1)",3,16,FALSE
"(7, 4, 2, 1, 1, 1)",5,16,FALSE
"(6, 5, 2, 1, 1, 1)",3,16,FALSE
"(11, 2, 1, 1, 1)",1,16,FALSE
"(4, 3, 3, 3, 1, 1, 1)",6,16,FALSE
"(7, 3, 3, 1, 1, 1)",0,16,FALSE
"(6, 4, 3, 1, 1, 1)",1,16,FALSE
"(5, 5, 3, 1, 1, 1)",0,16,FALSE
"(10, 3, 1, 1, 1)",5,16,FALSE
"(5, 4, 4, 1, 1, 1)",6,16,FALSE
"(9, 4, 1, 1, 1)",5,16,FALSE
"(8, 5, 1, 1, 1)",5,16,FALSE
"(7, 6, 1, 1, 1)",1,16,FALSE
"(13, 1, 1, 1)",0,16,FALSE
"(2, 2, 2, 2, 2, 2, 2, 1, 1)",4,16,FALSE
"(4, 2, 2, 2, 2, 2, 1, 1)",3,16,FALSE
"(3, 3, 2, 2, 2, 2, 1, 1)",4,16,FALSE
"(6, 2, 2, 2, 2, 1, 1)",2,16,FALSE
"(5, 3, 2, 2, 2, 1, 1)",1,16,FALSE
"(4, 4, 2, 2, 2, 1, 1)",4,16,FALSE
"(8, 2, 2, 2, 1, 1)",3,16,FALSE
"(4, 3, 3, 2, 2, 1, 1)",2,16,FALSE
"(7, 3, 2, 2, 1, 1)",0,16,FALSE
"(6, 4, 2, 2, 1, 1)",3,16,FALSE
"(5, 5, 2, 2, 1, 1)",4,16,FALSE
"(10, 2, 2, 1, 1)",0,16,FALSE
"(3, 3, 3, 3, 2, 1, 1)",6,16,FALSE
"(6, 3, 3, 2, 1, 1)",1,16,FALSE
"(5, 4, 3, 2, 1, 1)",2,16,FALSE
"(9, 3, 2, 1, 1)",3,16,FALSE
"(4, 4, 4, 2, 1, 1)",1,16,FALSE
"(8, 4, 2, 1, 1)",7,16,FALSE
"(7, 5, 2, 1, 1)",1,16,FALSE
"(6, 6, 2, 1, 1)",4,16,FALSE
"(12, 2, 1, 1)",1,16,FALSE
"(5, 3, 3, 3, 1, 1)",0,16,FALSE
"(4, 4, 3, 3, 1, 1)",3,16,FALSE
"(8, 3, 3, 1, 1)",0,16,FALSE
"(7, 4, 3, 1, 1)",1,16,FALSE
"(6, 5, 3, 1, 1)",4,16,FALSE
"(11, 3, 1, 1)",0,16,FALSE
"(6, 4, 4, 1, 1)",0,16,FALSE
"(5, 5, 4, 1, 1)",4,16,FALSE
"(10, 4, 1, 1)",5,16,FALSE
"(9, 5, 1, 1)",5,16,FALSE
"(8, 6, 1, 1)",3,16,FALSE
"(7, 7, 1, 1)",2,16,FALSE
"(14, 1, 1)",0,16,FALSE
"(3, 2, 2, 2, 2, 2, 2, 1)",2,16,FALSE
"(5, 2, 2, 2, 2, 2, 1)",1,16,FALSE
"(4, 3, 2, 2, 2, 2, 1)",4,16,FALSE
"(7, 2, 2, 2, 2, 1)",5,16,FALSE
"(3, 3, 3, 2, 2, 2, 1)",1,16,FALSE
"(6, 3, 2, 2, 2, 1)",3,16,FALSE
"(5, 4, 2, 2, 2, 1)",4,16,FALSE
"(9, 2, 2, 2, 1)",1,16,FALSE
"(5, 3, 3, 2, 2, 1)",4,16,FALSE
"(4, 4, 3, 2, 2, 1)",3,16,FALSE
"(8, 3, 2, 2, 1)",1,16,FALSE
"(7, 4, 2, 2, 1)",2,16,FALSE
"(6, 5, 2, 2, 1)",4,16,FALSE
"(11, 2, 2, 1)",5,16,FALSE
"(4, 3, 3, 3, 2, 1)",3,16,FALSE
"(7, 3, 3, 2, 1)",1,16,FALSE
"(6, 4, 3, 2, 1)",2,16,FALSE
"(5, 5, 3, 2, 1)",1,16,FALSE
"(10, 3, 2, 1)",3,16,FALSE
"(5, 4, 4, 2, 1)",1,16,FALSE
"(9, 4, 2, 1)",0,16,FALSE
"(8, 5, 2, 1)",3,16,FALSE
"(7, 6, 2, 1)",4,16,FALSE
"(13, 2, 1)",1,16,FALSE
"(3, 3, 3, 3, 3, 1)",4,16,FALSE
"(6, 3, 3, 3, 1)",6,16,FALSE
"(5, 4, 3, 3, 1)",1,16,FALSE
"(9, 3, 3, 1)",0,16,FALSE
"(4, 4, 4, 3, 1)",6,16,FALSE
"(8, 4, 3, 1)",3,16,FALSE
"(7, 5, 3, 1)",2,16,FALSE
"(6, 6, 3, 1)",0,16,FALSE
"(12, 3, 1)",1,16,FALSE
"(7, 4, 4, 1)",6,16,FALSE
"(6, 5, 4, 1)",3,16,FALSE
"(11, 4, 1)",2,16,FALSE
"(5, 5, 5, 1)",0,16,FALSE
"(10, 5, 1)",1,16,FALSE
"(9, 6, 1)",2,16,FALSE
"(8, 7, 1)",2,16,FALSE
"(15, 1)",0,16,FALSE
"(2, 2, 2, 2, 2, 2, 2, 2)",0,16,TRUE
"(4, 2, 2, 2, 2, 2, 2)",2,16,FALSE
"(3, 3, 2, 2, 2, 2, 2)",1,16,FALSE
"(6, 2, 2, 2, 2, 2)",3,16,TRUE
"(5, 3, 2, 2, 2, 2)",4,16,FALSE
"(4, 4, 2, 2, 2, 2)",0,16,TRUE
"(8, 2, 2, 2, 2)",2,16,FALSE
"(4, 3, 3, 2, 2, 2)",0,16,FALSE
"(7, 3, 2, 2, 2)",6,16,FALSE
"(6, 4, 2, 2, 2)",4,16,FALSE
"(5, 5, 2, 2, 2)",1,16,FALSE
"(10, 2, 2, 2)",3,16,TRUE
"(3, 3, 3, 3, 2, 2)",2,16,FALSE
"(6, 3, 3, 2, 2)",0,16,FALSE
"(5, 4, 3, 2, 2)",1,16,FALSE
"(9, 3, 2, 2)",0,16,FALSE
"(4, 4, 4, 2, 2)",2,16,FALSE
"(8, 4, 2, 2)",3,16,TRUE
"(7, 5, 2, 2)",4,16,FALSE
"(6, 6, 2, 2)",0,16,TRUE
"(12, 2, 2)",2,16,FALSE
"(5, 3, 3, 3, 2)",4,16,FALSE
"(4, 4, 3, 3, 2)",1,16,FALSE
"(8, 3, 3, 2)",3,16,FALSE
"(7, 4, 3, 2)",0,16,FALSE
"(6, 5, 3, 2)",3,16,FALSE
"(11, 3, 2)",6,16,FALSE
"(6, 4, 4, 2)",3,16,TRUE
"(5, 5, 4, 2)",1,16,FALSE
"(10, 4, 2)",1,16,FALSE
"(9, 5, 2)",2,16,FALSE
"(8, 6, 2)",4,16,FALSE
"(7, 7, 2)",1,16,FALSE
"(14, 2)",3,16,TRUE
"(4, 3, 3, 3, 3)",0,16,FALSE
"(7, 3, 3, 3)",0,16,FALSE
"(6, 4, 3, 3)",1,16,FALSE
"(5, 5, 3, 3)",2,16,FALSE
"(10, 3, 3)",0,16,FALSE
"(5, 4, 4, 3)",6,16,FALSE
"(9, 4, 3)",3,16,FALSE
"(8, 5, 3)",0,16,FALSE
"(7, 6, 3)",1,16,FALSE
"(13, 3)",0,16,FALSE
"(4, 4, 4, 4)",0,16,TRUE
"(8, 4, 4)",2,16,FALSE
"(7, 5, 4)",6,16,FALSE
"(6, 6, 4)",2,16,FALSE
"(12, 4)",3,16,TRUE
"(6, 5, 5)",4,16,FALSE
"(11, 5)",0,16,FALSE
"(10, 6)",3,16,TRUE
"(9, 7)",4,16,FALSE
"(8, 8)",0,16,TRUE
"(16,)",2,16,FALSE
"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,17,FALSE
"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,17,FALSE
"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,17,FALSE
"(3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,17,FALSE
"(5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,17,FALSE
"(4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,17,FALSE
"(4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,17,FALSE
"(6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,17,FALSE
"(5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,17,FALSE
"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",4,17,FALSE
"(4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1)",0,17,FALSE
"(7, 2, 1, 1, 1, 1, 1, 1, 1, 1)",2,17,FALSE
"(3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(6, 3, 1, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(5, 4, 1, 1, 1, 1, 1, 1, 1, 1)",2,17,FALSE
"(9, 1, 1, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",4,17,FALSE
"(3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1)",2,17,FALSE
"(6, 2, 2, 1, 1, 1, 1, 1, 1, 1)",4,17,FALSE
"(5, 3, 2, 1, 1, 1, 1, 1, 1, 1)",0,17,FALSE
"(4, 4, 2, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(8, 2, 1, 1, 1, 1, 1, 1, 1)",2,17,FALSE
"(4, 3, 3, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(7, 3, 1, 1, 1, 1, 1, 1, 1)",4,17,FALSE
"(6, 4, 1, 1, 1, 1, 1, 1, 1)",0,17,FALSE
"(5, 5, 1, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(10, 1, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",2,17,FALSE
"(5, 2, 2, 2, 1, 1, 1, 1, 1, 1)",4,17,FALSE
"(4, 3, 2, 2, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(7, 2, 2, 1, 1, 1, 1, 1, 1)",4,17,FALSE
"(3, 3, 3, 2, 1, 1, 1, 1, 1, 1)",4,17,FALSE
"(6, 3, 2, 1, 1, 1, 1, 1, 1)",0,17,FALSE
"(5, 4, 2, 1, 1, 1, 1, 1, 1)",4,17,FALSE
"(9, 2, 1, 1, 1, 1, 1, 1)",2,17,FALSE
"(5, 3, 3, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(4, 4, 3, 1, 1, 1, 1, 1, 1)",4,17,FALSE
"(8, 3, 1, 1, 1, 1, 1, 1)",4,17,FALSE
"(7, 4, 1, 1, 1, 1, 1, 1)",4,17,FALSE
"(6, 5, 1, 1, 1, 1, 1, 1)",3,17,FALSE
"(11, 1, 1, 1, 1, 1, 1)",1,17,FALSE
"(2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1)",0,17,FALSE
"(4, 2, 2, 2, 2, 1, 1, 1, 1, 1)",4,17,FALSE
"(3, 3, 2, 2, 2, 1, 1, 1, 1, 1)",1,17,FALSE
"(6, 2, 2, 2, 1, 1, 1, 1, 1)",4,17,FALSE
