,sg_value,integer
"(7, 5, 2, 1)",4,15
"(6, 6, 2, 1)",0,15
"(12, 2, 1)",2,15
"(5, 3, 3, 3, 1)",2,15
"(4, 4, 3, 3, 1)",5,15
"(8, 3, 3, 1)",3,15
"(7, 4, 3, 1)",0,15
"(6, 5, 3, 1)",3,15
"(11, 3, 1)",2,15
"(6, 4, 4, 1)",3,15
"(5, 5, 4, 1)",5,15
"(10, 4, 1)",1,15
"(9, 5, 1)",2,15
"(8, 6, 1)",6,15
"(7, 7, 1)",1,15
"(14, 1)",3,15
"(3, 2, 2, 2, 2, 2, 2)",1,15
"(5, 2, 2, 2, 2, 2)",0,15
"(4, 3, 2, 2, 2, 2)",0,15
"(7, 2, 2, 2, 2)",1,15
"(3, 3, 3, 2, 2, 2)",2,15
"(6, 3, 2, 2, 2)",5,15
"(5, 4, 2, 2, 2)",1,15
"(9, 2, 2, 2)",0,15
"(5, 3, 3, 2, 2)",1,15
"(4, 4, 3, 2, 2)",2,15
"(8, 3, 2, 2)",3,15
"(7, 4, 2, 2)",0,15
"(6, 5, 2, 2)",0,15
"(11, 2, 2)",1,15
"(4, 3, 3, 3, 2)",5,15
"(7, 3, 3, 2)",4,15
"(6, 4, 3, 2)",3,15
"(5, 5, 3, 2)",2,15
"(10, 3, 2)",5,15
"(5, 4, 4, 2)",5,15
"(9, 4, 2)",2,15
"(8, 5, 2)",1,15
"(7, 6, 2)",1,15
"(13, 2)",0,15
"(3, 3, 3, 3, 3)",1,15
"(6, 3, 3, 3)",3,15
"(5, 4, 3, 3)",2,15
"(9, 3, 3)",1,15
"(4, 4, 4, 3)",0,15
"(8, 4, 3)",1,15
"(7, 5, 3)",3,15
"(6, 6, 3)",2,15
"(12, 3)",3,15
"(7, 4, 4)",1,15
"(6, 5, 4)",2,15
"(11, 4)",0,15
"(5, 5, 5)",1,15
"(10, 5)",3,15
"(9, 6)",0,15
"(8, 7)",0,15
"(15,)",1,15
"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,16
"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16
"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16
"(2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,16
"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16
"(3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,16
"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16
"(2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16
"(4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,16
"(3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,16
"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16
"(3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,16
"(5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,16
"(4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,16
"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,16
"(2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",3,16
"(4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",0,16
"(3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1)",6,16
"(6, 2, 1, 1, 1, 1, 1, 1, 1, 1)",1,16
"(5, 3, 1, 1, 1, 1, 1, 1, 1, 1)",0,16
"(4, 4, 1, 1, 1, 1, 1, 1, 1, 1)",3,16
"(8, 1, 1, 1, 1, 1, 1, 1, 1)",0,16
"(3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",2,16
"(5, 2, 2, 1, 1, 1, 1, 1, 1, 1)",5,16
"(4, 3, 2, 1, 1, 1, 1, 1, 1, 1)",3,16
"(7, 2, 1, 1, 1, 1, 1, 1, 1)",1,16
"(3, 3, 3, 1, 1, 1, 1, 1, 1, 1)",0,16
"(6, 3, 1, 1, 1, 1, 1, 1, 1)",5,16
"(5, 4, 1, 1, 1, 1, 1, 1, 1)",1,16
"(9, 1, 1, 1, 1, 1, 1, 1)",0,16
"(2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",0,16
"(4, 2, 2, 2, 1, 1, 1, 1, 1, 1)",5,16
"(3, 3, 2, 2, 1, 1, 1, 1, 1, 1)",1,16
"(6, 2, 2, 1, 1, 1, 1, 1, 1)",5,16
"(5, 3, 2, 1, 1, 1, 1, 1, 1)",3,16
"(4, 4, 2, 1, 1, 1, 1, 1, 1)",0,16
"(8, 2, 1, 1, 1, 1, 1, 1)",1,16
"(4, 3, 3, 1, 1, 1, 1, 1, 1)",0,16
"(7, 3, 1, 1, 1, 1, 1, 1)",5,16
"(6, 4, 1, 1, 1, 1, 1, 1)",3,16
"(5, 5, 1, 1, 1, 1, 1, 1)",2,16
"(10, 1, 1, 1, 1, 1, 1)",0,16
"(3, 2, 2, 2, 2, 1, 1, 1, 1, 1)",1,16
"(5, 2, 2, 2, 1, 1, 1, 1, 1)",5,16
"(4, 3, 2, 2, 1, 1, 1, 1, 1)",0,16
"(7, 2, 2, 1, 1, 1, 1, 1)",5,16
"(3, 3, 3, 2, 1, 1, 1, 1, 1)",3,16
"(6, 3, 2, 1, 1, 1, 1, 1)",3,16
"(5, 4, 2, 1, 1, 1, 1, 1)",1,16
"(9, 2, 1, 1, 1, 1, 1)",1,16
"(5, 3, 3, 1, 1, 1, 1, 1)",0,16
"(4, 4, 3, 1, 1, 1, 1, 1)",3,16
"(8, 3, 1, 1, 1, 1, 1)",5,16
"(7, 4, 1, 1, 1, 1, 1)",5,16
"(6, 5, 1, 1, 1, 1, 1)",5,16
"(11, 1, 1, 1, 1, 1)",0,16
"(2, 2, 2, 2, 2, 2, 1, 1, 1, 1)",3,16
"(4, 2, 2, 2, 2, 1, 1, 1, 1)",5,16
"(3, 3, 2, 2, 2, 1, 1, 1, 1)",2,16
"(6, 2, 2, 2, 1, 1, 1, 1)",5,16
"(5, 3, 2, 2, 1, 1, 1, 1)",7,16
"(4, 4, 2, 2, 1, 1, 1, 1)",3,16
"(8, 2, 2, 1, 1, 1, 1)",5,16
"(4, 3, 3, 2, 1, 1, 1, 1)",3,16
"(7, 3, 2, 1, 1, 1, 1)",0,16
"(6, 4, 2, 1, 1, 1, 1)",0,16
"(5, 5, 2, 1, 1, 1, 1)",6,16
"(10, 2, 1, 1, 1, 1)",1,16
"(3, 3, 3, 3, 1, 1, 1, 1)",2,16
"(6, 3, 3, 1, 1, 1, 1)",0,16
"(5, 4, 3, 1, 1, 1, 1)",1,16
"(9, 3, 1, 1, 1, 1)",5,16
"(4, 4, 4, 1, 1, 1, 1)",0,16
"(8, 4, 1, 1, 1, 1)",5,16
"(7, 5, 1, 1, 1, 1)",2,16
"(6, 6, 1, 1, 1, 1)",3,16
"(12, 1, 1, 1, 1)",0,16
"(3, 2, 2, 2, 2, 2, 1, 1, 1)",2,16
"(5, 2, 2, 2, 2, 1, 1, 1)",5,16
"(4, 3, 2, 2, 2, 1, 1, 1)",3,16
"(7, 2, 2, 2, 1, 1, 1)",5,16
"(3, 3, 3, 2, 2, 1, 1, 1)",0,16
"(6, 3, 2, 2, 1, 1, 1)",5,16
"(5, 4, 2, 2, 1, 1, 1)",2,16
"(9, 2, 2, 1, 1, 1)",5,16
"(5, 3, 3, 2, 1, 1, 1)",1,16
"(4, 4, 3, 2, 1, 1, 1)",0,16
"(8, 3, 2, 1, 1, 1)",3,16
"(7, 4, 2, 1, 1, 1)",5,16
"(6, 5, 2, 1, 1, 1)",3,16
"(11, 2, 1, 1, 1)",1,16
"(4, 3, 3, 3, 1, 1, 1)",6,16
"(7, 3, 3, 1, 1, 1)",0,16
"(6, 4, 3, 1, 1, 1)",1,16
"(5, 5, 3, 1, 1, 1)",0,16
"(10, 3, 1, 1, 1)",5,16
"(5, 4, 4, 1, 1, 1)",6,16
"(9, 4, 1, 1, 1)",5,16
"(8, 5, 1, 1, 1)",5,16
"(7, 6, 1, 1, 1)",1,16
"(13, 1, 1, 1)",0,16
"(2, 2, 2, 2, 2, 2, 2, 1, 1)",4,16
"(4, 2, 2, 2, 2, 2, 1, 1)",3,16
"(3, 3, 2, 2, 2, 2, 1, 1)",4,16
"(6, 2, 2, 2, 2, 1, 1)",2,16
"(5, 3, 2, 2, 2, 1, 1)",1,16
"(4, 4, 2, 2, 2, 1, 1)",4,16
"(8, 2, 2, 2, 1, 1)",3,16
"(4, 3, 3, 2, 2, 1, 1)",2,16
"(7, 3, 2, 2, 1, 1)",0,16
"(6, 4, 2, 2, 1, 1)",3,16
"(5, 5, 2, 2, 1, 1)",4,16
"(10, 2, 2, 1, 1)",0,16
"(3, 3, 3, 3, 2, 1, 1)",6,16
"(6, 3, 3, 2, 1, 1)",1,16
"(5, 4, 3, 2, 1, 1)",2,16
"(9, 3, 2, 1, 1)",3,16
"(4, 4, 4, 2, 1, 1)",1,16
"(8, 4, 2, 1, 1)",7,16
"(7, 5, 2, 1, 1)",1,16
"(6, 6, 2, 1, 1)",4,16
"(12, 2, 1, 1)",1,16
"(5, 3, 3, 3, 1, 1)",0,16
"(4, 4, 3, 3, 1, 1)",3,16
"(8, 3, 3, 1, 1)",0,16
"(7, 4, 3, 1, 1)",1,16
"(6, 5, 3, 1, 1)",4,16
"(11, 3, 1, 1)",0,16
"(6, 4, 4, 1, 1)",0,16
"(5, 5, 4, 1, 1)",4,16
"(10, 4, 1, 1)",5,16
"(9, 5, 1, 1)",5,16
"(8, 6, 1, 1)",3,16
"(7, 7, 1, 1)",2,16
"(14, 1, 1)",0,16
"(3, 2, 2, 2, 2, 2, 2, 1)",2,16
"(5, 2, 2, 2, 2, 2, 1)",1,16
"(4, 3, 2, 2, 2, 2, 1)",4,16
"(7, 2, 2, 2, 2, 1)",5,16
"(3, 3, 3, 2, 2, 2, 1)",1,16
"(6, 3, 2, 2, 2, 1)",3,16
"(5, 4, 2, 2, 2, 1)",4,16
"(9, 2, 2, 2, 1)",1,16
"(5, 3, 3, 2, 2, 1)",4,16
"(4, 4, 3, 2, 2, 1)",3,16
"(8, 3, 2, 2, 1)",1,16
"(7, 4, 2, 2, 1)",2,16
"(6, 5, 2, 2, 1)",4,16
"(11, 2, 2, 1)",5,16
"(4, 3, 3, 3, 2, 1)",3,16
"(7, 3, 3, 2, 1)",1,16
"(6, 4, 3, 2, 1)",2,16
"(5, 5, 3, 2, 1)",1,16
"(10, 3, 2, 1)",3,16
"(5, 4, 4, 2, 1)",1,16
"(9, 4, 2, 1)",0,16
"(8, 5, 2, 1)",3,16
"(7, 6, 2, 1)",4,16
"(13, 2, 1)",1,16
"(3, 3, 3, 3, 3, 1)",4,16
"(6, 3, 3, 3, 1)",6,16
"(5, 4, 3, 3, 1)",1,16
"(9, 3, 3, 1)",0,16
"(4, 4, 4, 3, 1)",6,16
"(8, 4, 3, 1)",3,16
"(7, 5, 3, 1)",2,16
"(6, 6, 3, 1)",0,16
"(12, 3, 1)",1,16
"(7, 4, 4, 1)",6,16
"(6, 5, 4, 1)",3,16
"(11, 4, 1)",2,16
"(5, 5, 5, 1)",0,16
"(10, 5, 1)",1,16
"(9, 6, 1)",2,16
"(8, 7, 1)",2,16
"(15, 1)",0,16
"(2, 2, 2, 2, 2, 2, 2, 2)",0,16
"(4, 2, 2, 2, 2, 2, 2)",2,16
"(3, 3, 2, 2, 2, 2, 2)",1,16
"(6, 2, 2, 2, 2, 2)",3,16
"(5, 3, 2, 2, 2, 2)",4,16
"(4, 4, 2, 2, 2, 2)",0,16
"(8, 2, 2, 2, 2)",2,16
"(4, 3, 3, 2, 2, 2)",0,16
"(7, 3, 2, 2, 2)",6,16
"(6, 4, 2, 2, 2)",4,16
"(5, 5, 2, 2, 2)",1,16
"(10, 2, 2, 2)",3,16
"(3, 3, 3, 3, 2, 2)",2,16
"(6, 3, 3, 2, 2)",0,16
"(5, 4, 3, 2, 2)",1,16
"(9, 3, 2, 2)",0,16
"(4, 4, 4, 2, 2)",2,16
"(8, 4, 2, 2)",3,16
"(7, 5, 2, 2)",4,16
"(6, 6, 2, 2)",0,16
"(12, 2, 2)",2,16
"(5, 3, 3, 3, 2)",4,16
"(4, 4, 3, 3, 2)",1,16
"(8, 3, 3, 2)",3,16
"(7, 4, 3, 2)",0,16
"(6, 5, 3, 2)",3,16
"(11, 3, 2)",6,16
"(6, 4, 4, 2)",3,16
"(5, 5, 4, 2)",1,16
"(10, 4, 2)",1,16
"(9, 5, 2)",2,16
"(8, 6, 2)",4,16
"(7, 7, 2)",1,16
"(14, 2)",3,16
"(4, 3, 3, 3, 3)",0,16
"(7, 3, 3, 3)",0,16
"(6, 4, 3, 3)",1,16
"(5, 5, 3, 3)",2,16
"(10, 3, 3)",0,16
"(5, 4, 4, 3)",6,16
"(9, 4, 3)",3,16
"(8, 5, 3)",0,16
"(7, 6, 3)",1,16
"(13, 3)",0,16
"(4, 4, 4, 4)",0,16
"(8, 4, 4)",2,16
"(7, 5, 4)",6,16
"(6, 6, 4)",2,16
"(12, 4)",3,16
"(6, 5, 5)",4,16
"(11, 5)",0,16
"(10, 6)",3,16
"(9, 7)",4,16
"(8, 8)",0,16
"(16,)",2,16
"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17
"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17
"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17
"(2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,17
"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17
"(3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,17
"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17
"(2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17
"(4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,17
"(3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17
"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17
"(3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,17
"(5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,17
"(4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17
"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17
"(2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,17
"(4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17
"(3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,17
"(6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,17
"(5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,17
"(4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,17
"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,17
"(3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",1,17
"(5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1)",4,17
"(4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1)",0,17
"(7, 2, 1, 1, 1, 1, 1, 1, 1, 1)",2,17
"(3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1)",1,17
"(6, 3, 1, 1, 1, 1, 1, 1, 1, 1)",3,17
"(5, 4, 1, 1, 1, 1, 1, 1, 1, 1)",2,17
"(9, 1, 1, 1, 1, 1, 1, 1, 1)",1,17
"(2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",3,17
"(4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1)",4,17
"(3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1)",2,17
"(6, 2, 2, 1, 1, 1, 1, 1, 1, 1)",4,17
"(5, 3, 2, 1, 1, 1, 1, 1, 1, 1)",0,17
"(4, 4, 2, 1, 1, 1, 1, 1, 1, 1)",3,17
"(8, 2, 1, 1, 1, 1, 1, 1, 1)",2,17
"(4, 3, 3, 1, 1, 1, 1, 1, 1, 1)",3,17
"(7, 3, 1, 1, 1, 1, 1, 1, 1)",4,17
"(6, 4, 1, 1, 1, 1, 1, 1, 1)",0,17
"(5, 5, 1, 1, 1, 1, 1, 1, 1)",1,17
"(10, 1, 1, 1, 1, 1, 1, 1)",3,17
"(3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1)",2,17
"(5, 2, 2, 2, 1, 1, 1, 1, 1, 1)",4,17
"(4, 3, 2, 2, 1, 1, 1, 1, 1, 1)",3,17
"(7, 2, 2, 1, 1, 1, 1, 1, 1)",4,17
"(3, 3, 3, 2, 1, 1, 1, 1, 1, 1)",4,17
"(6, 3, 2, 1, 1, 1, 1, 1, 1)",0,17
"(5, 4, 2, 1, 1, 1, 1, 1, 1)",4,17
"(9, 2, 1, 1, 1, 1, 1, 1)",2,17
"(5, 3, 3, 1, 1, 1, 1, 1, 1)",1,17
"(4, 4, 3, 1, 1, 1, 1, 1, 1)",4,17
"(8, 3, 1, 1, 1, 1, 1, 1)",4,17
"(7, 4, 1, 1, 1, 1, 1, 1)",4,17
"(6, 5, 1, 1, 1, 1, 1, 1)",3,17
"(11, 1, 1, 1, 1, 1, 1)",1,17
"(2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1)",0,17
"(4, 2, 2, 2, 2, 1, 1, 1, 1, 1)",4,17
"(3, 3, 2, 2, 2, 1, 1, 1, 1, 1)",1,17
"(6, 2, 2, 2, 1, 1, 1, 1, 1)",4,17
"(5, 3, 2, 2, 1, 1, 1, 1, 1)",4,17
"(4, 4, 2, 2, 1, 1, 1, 1, 1)",0,17
"(8, 2, 2, 1, 1, 1, 1, 1)",4,17
"(4, 3, 3, 2, 1, 1, 1, 1, 1)",0,17
"(7, 3, 2, 1, 1, 1, 1, 1)",5,17
"(6, 4, 2, 1, 1, 1, 1, 1)",3,17
"(5, 5, 2, 1, 1, 1, 1, 1)",5,17
"(10, 2, 1, 1, 1, 1, 1)",2,17
"(3, 3, 3, 3, 1, 1, 1, 1, 1)",1,17
"(6, 3, 3, 1, 1, 1, 1, 1)",3,17
"(5, 4, 3, 1, 1, 1, 1, 1)",0,17
"(9, 3, 1, 1, 1, 1, 1)",4,17
"(4, 4, 4, 1, 1, 1, 1, 1)",3,17
"(8, 4, 1, 1, 1, 1, 1)",4,17
"(7, 5, 1, 1, 1, 1, 1)",1,17
"(6, 6, 1, 1, 1, 1, 1)",0,17
"(12, 1, 1, 1, 1, 1)",3,17
"(3, 2, 2, 2, 2, 2, 1, 1, 1, 1)",1,17
"(5, 2, 2, 2, 2, 1, 1, 1, 1)",4,17
"(4, 3, 2, 2, 2, 1, 1, 1, 1)",0,17
"(7, 2, 2, 2, 1, 1, 1, 1)",4,17
"(3, 3, 3, 2, 2, 1, 1, 1, 1)",5,17
"(6, 3, 2, 2, 1, 1, 1, 1)",4,17
"(5, 4, 2, 2, 1, 1, 1, 1)",1,17
"(9, 2, 2, 1, 1, 1, 1)",4,17
"(5, 3, 3, 2, 1, 1, 1, 1)",2,17
"(4, 4, 3, 2, 1, 1, 1, 1)",3,17
"(8, 3, 2, 1, 1, 1, 1)",5,17
"(7, 4, 2, 1, 1, 1, 1)",4,17
"(6, 5, 2, 1, 1, 1, 1)",0,17
"(11, 2, 1, 1, 1, 1)",2,17
"(4, 3, 3, 3, 1, 1, 1, 1)",3,17
"(7, 3, 3, 1, 1, 1, 1)",1,17
"(6, 4, 3, 1, 1, 1, 1)",0,17
"(5, 5, 3, 1, 1, 1, 1)",1,17
"(10, 3, 1, 1, 1, 1)",4,17
"(5, 4, 4, 1, 1, 1, 1)",5,17
"(9, 4, 1, 1, 1, 1)",4,17
"(8, 5, 1, 1, 1, 1)",6,17
"(7, 6, 1, 1, 1, 1)",2,17
"(13, 1, 1, 1, 1)",1,17
"(2, 2, 2, 2, 2, 2, 2, 1, 1, 1)",3,17
"(4, 2, 2, 2, 2, 2, 1, 1, 1)",4,17
"(3, 3, 2, 2, 2, 2, 1, 1, 1)",2,17
"(6, 2, 2, 2, 2, 1, 1, 1)",6,17
"(5, 3, 2, 2, 2, 1, 1, 1)",7,17
"(4, 4, 2, 2, 2, 1, 1, 1)",3,17
"(8, 2, 2, 2, 1, 1, 1)",4,17
"(4, 3, 3, 2, 2, 1, 1, 1)",3,17
"(7, 3, 2, 2, 1, 1, 1)",4,17
"(6, 4, 2, 2, 1, 1, 1)",6,17
"(5, 5, 2, 2, 1, 1, 1)",2,17
"(10, 2, 2, 1, 1, 1)",3,17
"(3, 3, 3, 3, 2, 1, 1, 1)",1,17
"(6, 3, 3, 2, 1, 1, 1)",2,17
"(5, 4, 3, 2, 1, 1, 1)",1,17
"(9, 3, 2, 1, 1, 1)",0,17
"(4, 4, 4, 2, 1, 1, 1)",0,17
"(8, 4, 2, 1, 1, 1)",4,17
"(7, 5, 2, 1, 1, 1)",7,17
"(6, 6, 2, 1, 1, 1)",3,17
"(12, 2, 1, 1, 1)",2,17
"(5, 3, 3, 3, 1, 1, 1)",5,17
"(4, 4, 3, 3, 1, 1, 1)",5,17
"(8, 3, 3, 1, 1, 1)",3,17
"(7, 4, 3, 1, 1, 1)",2,17
"(6, 5, 3, 1, 1, 1)",3,17
"(11, 3, 1, 1, 1)",4,17
"(6, 4, 4, 1, 1, 1)",3,17
"(5, 5, 4, 1, 1, 1)",0,17
"(10, 4, 1, 1, 1)",4,17
"(9, 5, 1, 1, 1)",4,17
"(8, 6, 1, 1, 1)",0,17
"(7, 7, 1, 1, 1)",1,17
"(14, 1, 1, 1)",3,17
"(3, 2, 2, 2, 2, 2, 2, 1, 1)",1,17
"(5, 2, 2, 2, 2, 2, 1, 1)",0,17
"(4, 3, 2, 2, 2, 2, 1, 1)",3,17
"(7, 2, 2, 2, 2, 1, 1)",1,17
"(3, 3, 3, 2, 2, 2, 1, 1)",0,17
"(6, 3, 2, 2, 2, 1, 1)",7,17
"(5, 4, 2, 2, 2, 1, 1)",1,17
"(9, 2, 2, 2, 1, 1)",0,17
"(5, 3, 3, 2, 2, 1, 1)",1,17
"(4, 4, 3, 2, 2, 1, 1)",0,17
"(8, 3, 2, 2, 1, 1)",3,17
"(7, 4, 2, 2, 1, 1)",6,17
"(6, 5, 2, 2, 1, 1)",3,17
"(11, 2, 2, 1, 1)",1,17
"(4, 3, 3, 3, 2, 1, 1)",7,17
"(7, 3, 3, 2, 1, 1)",0,17
"(6, 4, 3, 2, 1, 1)",1,17
"(5, 5, 3, 2, 1, 1)",2,17
"(10, 3, 2, 1, 1)",0,17
"(5, 4, 4, 2, 1, 1)",2,17
"(9, 4, 2, 1, 1)",4,17
"(8, 5, 2, 1, 1)",7,17
"(7, 6, 2, 1, 1)",3,17
"(13, 2, 1, 1)",0,17
"(3, 3, 3, 3, 3, 1, 1)",1,17
"(6, 3, 3, 3, 1, 1)",3,17
"(5, 4, 3, 3, 1, 1)",2,17
"(9, 3, 3, 1, 1)",1,17
"(4, 4, 4, 3, 1, 1)",3,17
"(8, 4, 3, 1, 1)",2,17
"(7, 5, 3, 1, 1)",1,17
"(6, 6, 3, 1, 1)",4,17
"(12, 3, 1, 1)",3,17
"(7, 4, 4, 1, 1)",5,17
"(6, 5, 4, 1, 1)",0,17
"(11, 4, 1, 1)",4,17
"(5, 5, 5, 1, 1)",1,17
"(10, 5, 1, 1)",4,17
"(9, 6, 1, 1)",4,17
"(8, 7, 1, 1)",3,17
"(15, 1, 1)",1,17
"(2, 2, 2, 2, 2, 2, 2, 2, 1)",4,17
"(4, 2, 2, 2, 2, 2, 2, 1)",3,17
"(3, 3, 2, 2, 2, 2, 2, 1)",2,17
"(6, 2, 2, 2, 2, 2, 1)",2,17
"(5, 3, 2, 2, 2, 2, 1)",3,17
"(4, 4, 2, 2, 2, 2, 1)",4,17
"(8, 2, 2, 2, 2, 1)",3,17
"(4, 3, 3, 2, 2, 2, 1)",4,17
"(7, 3, 2, 2, 2, 1)",0,17
"(6, 4, 2, 2, 2, 1)",3,17
"(5, 5, 2, 2, 2, 1)",2,17
"(10, 2, 2, 2, 1)",2,17
"(3, 3, 3, 3, 2, 2, 1)",6,17
"(6, 3, 3, 2, 2, 1)",3,17
"(5, 4, 3, 2, 2, 1)",2,17
"(9, 3, 2, 2, 1)",4,17
"(4, 4, 4, 2, 2, 1)",3,17
"(8, 4, 2, 2, 1)",1,17
"(7, 5, 2, 2, 1)",1,17
"(6, 6, 2, 2, 1)",4,17
"(12, 2, 2, 1)",3,17
"(5, 3, 3, 3, 2, 1)",0,17
"(4, 4, 3, 3, 2, 1)",3,17
"(8, 3, 3, 2, 1)",0,17
"(7, 4, 3, 2, 1)",1,17
"(6, 5, 3, 2, 1)",2,17
"(11, 3, 2, 1)",0,17
"(6, 4, 4, 2, 1)",2,17
"(5, 5, 4, 2, 1)",5,17
"(10, 4, 2, 1)",3,17
"(9, 5, 2, 1)",0,17
"(8, 6, 2, 1)",3,17
"(7, 7, 2, 1)",2,17
"(14, 2, 1)",2,17
"(4, 3, 3, 3, 3, 1)",3,17
"(7, 3, 3, 3, 1)",5,17
"(6, 4, 3, 3, 1)",2,17
"(5, 5, 3, 3, 1)",1,17
"(10, 3, 3, 1)",3,17
"(5, 4, 4, 3, 1)",1,17
"(9, 4, 3, 1)",0,17
"(8, 5, 3, 1)",3,17
"(7, 6, 3, 1)",4,17
"(13, 3, 1)",2,17
"(4, 4, 4, 4, 1)",4,17
"(8, 4, 4, 1)",3,17
"(7, 5, 4, 1)",7,17
"(6, 6, 4, 1)",3,17
"(12, 4, 1)",1,17
"(6, 5, 5, 1)",3,17
"(11, 5, 1)",2,17
"(10, 6, 1)",1,17
"(9, 7, 1)",1,17
"(8, 8, 1)",4,17
"(16, 1)",3,17
"(3, 2, 2, 2, 2, 2, 2, 2)",4,17
"(5, 2, 2, 2, 2, 2, 2)",1,17
"(4, 3, 2, 2, 2, 2, 2)",2,17
"(7, 2, 2, 2, 2, 2)",0,17
"(3, 3, 3, 2, 2, 2, 2)",1,17
"(6, 3, 2, 2, 2, 2)",3,17
"(5, 4, 2, 2, 2, 2)",4,17
"(9, 2, 2, 2, 2)",1,17
"(5, 3, 3, 2, 2, 2)",4,17
"(4, 4, 3, 2, 2, 2)",0,17
"(8, 3, 2, 2, 2)",5,17
"(7, 4, 2, 2, 2)",2,17
"(6, 5, 2, 2, 2)",2,17
"(11, 2, 2, 2)",0,17
"(4, 3, 3, 3, 2, 2)",3,17
"(7, 3, 3, 2, 2)",1,17
"(6, 4, 3, 2, 2)",2,17
"(5, 5, 3, 2, 2)",1,17
"(10, 3, 2, 2)",3,17
"(5, 4, 4, 2, 2)",1,17
"(9, 4, 2, 2)",0,17
"(8, 5, 2, 2)",3,17
"(7, 6, 2, 2)",4,17
"(13, 2, 2)",1,17
"(3, 3, 3, 3, 3, 2)",4,17
"(6, 3, 3, 3, 2)",0,17
"(5, 4, 3, 3, 2)",5,17
"(9, 3, 3, 2)",4,17
"(4, 4, 4, 3, 2)",2,17
"(8, 4, 3, 2)",3,17
"(7, 5, 3, 2)",0,17
"(6, 6, 3, 2)",0,17
"(12, 3, 2)",5,17
"(7, 4, 4, 2)",5,17
"(6, 5, 4, 2)",3,17
"(11, 4, 2)",2,17
"(5, 5, 5, 2)",4,17
